offset,dtype,value,confidence,reason
270134,float64,-32.0,0.5,finite furniture-like float64
270142,float64,16.5,0.5,finite furniture-like float64
270166,float64,16.5,0.5,finite furniture-like float64
270180,float64,2.000000000007298,0.5,finite furniture-like float64
270182,float64,-27.25,0.5,finite furniture-like float64
270190,float64,16.5,0.5,finite furniture-like float64
270198,float64,19.5,0.5,finite furniture-like float64
270206,float64,-22.5,0.5,finite furniture-like float64
270214,float64,16.5,0.5,finite furniture-like float64
270230,float64,19.5,0.5,finite furniture-like float64
270238,float64,-22.5,0.5,finite furniture-like float64
270246,float64,16.5,0.5,finite furniture-like float64
270254,float64,19.5,0.5,finite furniture-like float64
270262,float64,-17.5,0.5,finite furniture-like float64
270270,float64,16.5,0.5,finite furniture-like float64
270286,float64,19.5,0.5,finite furniture-like float64
270294,float64,-17.5,0.5,finite furniture-like float64
270302,float64,16.5,0.5,finite furniture-like float64
270318,float64,-17.5,0.5,finite furniture-like float64
270326,float64,16.5,0.5,finite furniture-like float64
270350,float64,-17.5,0.5,finite furniture-like float64
270358,float64,16.5,0.5,finite furniture-like float64
270374,float64,-22.5,0.5,finite furniture-like float64
270382,float64,16.5,0.5,finite furniture-like float64
270434,float64,1.0,0.5,finite furniture-like float64
270454,float64,-22.5,0.5,finite furniture-like float64
270462,float64,16.5,0.5,finite furniture-like float64
270476,float64,2.0000000000072973,0.5,finite furniture-like float64
270478,float64,-26.25,0.5,finite furniture-like float64
270486,float64,16.5,0.5,finite furniture-like float64
270510,float64,16.5,0.5,finite furniture-like float64
270526,float64,-30.0,0.5,finite furniture-like float64
270534,float64,16.5,0.5,finite furniture-like float64
270558,float64,-30.0,0.5,finite furniture-like float64
270566,float64,16.5,0.5,finite furniture-like float64
270582,float64,-30.0,0.5,finite furniture-like float64
270590,float64,16.5,0.5,finite furniture-like float64
270642,float64,1.0,0.5,finite furniture-like float64
270662,float64,-30.0,0.5,finite furniture-like float64
270670,float64,16.5,0.5,finite furniture-like float64
270694,float64,16.5,0.5,finite furniture-like float64
270708,float64,2.0000000000072795,0.5,finite furniture-like float64
270710,float64,-26.25,0.5,finite furniture-like float64
270718,float64,16.5,0.5,finite furniture-like float64
270734,float64,-22.5,0.5,finite furniture-like float64
270742,float64,16.5,0.5,finite furniture-like float64
270766,float64,-22.5,0.5,finite furniture-like float64
270774,float64,16.5,0.5,finite furniture-like float64
270790,float64,-17.5,0.5,finite furniture-like float64
270798,float64,16.5,0.5,finite furniture-like float64
270822,float64,-17.5,0.5,finite furniture-like float64
270830,float64,16.5,0.5,finite furniture-like float64
270846,float64,-17.5,0.5,finite furniture-like float64
270854,float64,16.5,0.5,finite furniture-like float64
270874,float64,23.0,0.5,finite furniture-like float64
270890,float64,1.0,0.5,finite furniture-like float64
270926,float64,28.0,0.5,finite furniture-like float64
270934,float64,11.0,0.5,finite furniture-like float64
270958,float64,8.5,0.5,finite furniture-like float64
270974,float64,25.5,0.5,finite furniture-like float64
270998,float64,23.0,0.5,finite furniture-like float64
271030,float64,-7.5,0.5,finite furniture-like float64
271054,float64,23.0,0.5,finite furniture-like float64
271086,float64,-7.5,0.5,finite furniture-like float64
271110,float64,-7.5,0.5,finite furniture-like float64
271154,float64,-1.0,0.5,finite furniture-like float64
271190,float64,-7.5,0.5,finite furniture-like float64
271238,float64,-12.5,0.5,finite furniture-like float64
271262,float64,-17.5,0.5,finite furniture-like float64
271270,float64,16.5,0.5,finite furniture-like float64
271294,float64,-22.5,0.5,finite furniture-like float64
271318,float64,-22.5,0.5,finite furniture-like float64
271326,float64,16.5,0.5,finite furniture-like float64
271350,float64,-22.5,0.5,finite furniture-like float64
271374,float64,28.0,0.5,finite furniture-like float64
271402,float64,23.000000000000004,0.5,finite furniture-like float64
271418,float64,1.0,0.5,finite furniture-like float64
271454,float64,28.0,0.5,finite furniture-like float64
271462,float64,11.0,0.5,finite furniture-like float64
271486,float64,8.5,0.5,finite furniture-like float64
271502,float64,25.5,0.5,finite furniture-like float64
271526,float64,23.0,0.5,finite furniture-like float64
271558,float64,28.0,0.5,finite furniture-like float64
271582,float64,-22.5,0.5,finite furniture-like float64
271614,float64,-22.5,0.5,finite furniture-like float64
271638,float64,-22.5,0.5,finite furniture-like float64
271646,float64,16.5,0.5,finite furniture-like float64
271682,float64,-1.0,0.5,finite furniture-like float64
271718,float64,-7.5,0.5,finite furniture-like float64
271766,float64,-12.5,0.5,finite furniture-like float64
271790,float64,-17.5,0.5,finite furniture-like float64
271798,float64,16.5,0.5,finite furniture-like float64
271822,float64,-7.5,0.5,finite furniture-like float64
271846,float64,-7.5,0.5,finite furniture-like float64
271878,float64,23.0,0.5,finite furniture-like float64
271902,float64,-7.5,0.5,finite furniture-like float64
271930,float64,23.000000000000007,0.5,finite furniture-like float64
271946,float64,1.0,0.5,finite furniture-like float64
271974,float64,19.5,0.5,finite furniture-like float64
271982,float64,28.0,0.5,finite furniture-like float64
271990,float64,11.0,0.5,finite furniture-like float64
271998,float64,19.5,0.5,finite furniture-like float64
272014,float64,8.5,0.5,finite furniture-like float64
272022,float64,19.5,0.5,finite furniture-like float64
272030,float64,25.5,0.5,finite furniture-like float64
272046,float64,19.5,0.5,finite furniture-like float64
272054,float64,23.0,0.5,finite furniture-like float64
272078,float64,19.5,0.5,finite furniture-like float64
272086,float64,-7.5,0.5,finite furniture-like float64
272102,float64,19.5,0.5,finite furniture-like float64
272110,float64,23.0,0.5,finite furniture-like float64
272134,float64,19.5,0.5,finite furniture-like float64
272142,float64,-7.5,0.5,finite furniture-like float64
272158,float64,19.5,0.5,finite furniture-like float64
272166,float64,-7.5,0.5,finite furniture-like float64
272210,float64,-1.0,0.5,finite furniture-like float64
272238,float64,19.5,0.5,finite furniture-like float64
272246,float64,-7.5,0.5,finite furniture-like float64
272262,float64,19.5,0.5,finite furniture-like float64
272286,float64,19.5,0.5,finite furniture-like float64
272294,float64,-12.5,0.5,finite furniture-like float64
272310,float64,19.5,0.5,finite furniture-like float64
272318,float64,-17.5,0.5,finite furniture-like float64
272326,float64,16.5,0.5,finite furniture-like float64
272342,float64,19.5,0.5,finite furniture-like float64
272350,float64,-22.5,0.5,finite furniture-like float64
272366,float64,19.5,0.5,finite furniture-like float64
272374,float64,-22.5,0.5,finite furniture-like float64
272382,float64,16.5,0.5,finite furniture-like float64
272398,float64,19.5,0.5,finite furniture-like float64
272406,float64,-22.5,0.5,finite furniture-like float64
272422,float64,19.5,0.5,finite furniture-like float64
272429,float64,2.0000000000000284,0.5,finite furniture-like float64
272430,float64,32.0,0.5,finite furniture-like float64
272454,float64,19.5,0.5,finite furniture-like float64
272461,float64,2.0000000000000284,0.5,finite furniture-like float64
272462,float64,32.0,0.5,finite furniture-like float64
272478,float64,19.5,0.5,finite furniture-like float64
272485,float64,2.0000000000000284,0.5,finite furniture-like float64
272486,float64,32.0,0.5,finite furniture-like float64
272494,float64,16.5,0.5,finite furniture-like float64
272517,float64,2.0,0.5,finite furniture-like float64
272518,float64,32.0,0.5,finite furniture-like float64
272541,float64,2.0,0.5,finite furniture-like float64
272542,float64,32.0,0.5,finite furniture-like float64
272550,float64,16.5,0.5,finite furniture-like float64
272573,float64,2.0,0.5,finite furniture-like float64
272574,float64,32.0,0.5,finite furniture-like float64
272598,float64,-22.5,0.5,finite furniture-like float64
272630,float64,-22.5,0.5,finite furniture-like float64
272654,float64,-22.5,0.5,finite furniture-like float64
272662,float64,16.5,0.5,finite furniture-like float64
272698,float64,-1.0,0.5,finite furniture-like float64
272734,float64,-7.5,0.5,finite furniture-like float64
272782,float64,-12.5,0.5,finite furniture-like float64
272806,float64,-17.5,0.5,finite furniture-like float64
272814,float64,16.5,0.5,finite furniture-like float64
272838,float64,-7.5,0.5,finite furniture-like float64
272862,float64,-7.5,0.5,finite furniture-like float64
272894,float64,23.0,0.5,finite furniture-like float64
272918,float64,-7.5,0.5,finite furniture-like float64
272946,float64,23.000000000000004,0.5,finite furniture-like float64
272962,float64,1.0,0.5,finite furniture-like float64
272998,float64,28.0,0.5,finite furniture-like float64
273006,float64,11.0,0.5,finite furniture-like float64
273018,float64,2.0,0.5,finite furniture-like float64
273030,float64,8.5,0.5,finite furniture-like float64
273046,float64,25.5,0.5,finite furniture-like float64
273070,float64,23.0,0.5,finite furniture-like float64
273102,float64,-7.5,0.5,finite furniture-like float64
273126,float64,-7.5,0.5,finite furniture-like float64
273150,float64,19.5,0.5,finite furniture-like float64
273158,float64,-7.5,0.5,finite furniture-like float64
273182,float64,-7.5,0.5,finite furniture-like float64
273214,float64,-7.5,0.5,finite furniture-like float64
273238,float64,-7.5,0.5,finite furniture-like float64
273262,float64,19.5,0.5,finite furniture-like float64
273270,float64,-7.5,0.5,finite furniture-like float64
273294,float64,-7.5,0.5,finite furniture-like float64
273326,float64,23.0,0.5,finite furniture-like float64
273350,float64,23.0,0.5,finite furniture-like float64
273374,float64,19.5,0.5,finite furniture-like float64
273382,float64,23.0,0.5,finite furniture-like float64
273406,float64,23.0,0.5,finite furniture-like float64
273466,float64,-1.0,0.5,finite furniture-like float64
273485,float64,2.0000000000000284,0.5,finite furniture-like float64
273486,float64,-32.0,0.5,finite furniture-like float64
273532,float64,2.000000000007298,0.5,finite furniture-like float64
273534,float64,-27.25,0.5,finite furniture-like float64
273550,float64,19.5,0.5,finite furniture-like float64
273558,float64,-22.5,0.5,finite furniture-like float64
273589,float64,2.0000000000000284,0.5,finite furniture-like float64
273590,float64,-32.0,0.5,finite furniture-like float64
273613,float64,2.0000000000000284,0.5,finite furniture-like float64
273614,float64,-32.0,0.5,finite furniture-like float64
273674,float64,-1.0,0.5,finite furniture-like float64
273694,float64,-22.5,0.5,finite furniture-like float64
273716,float64,2.0000000000072706,0.5,finite furniture-like float64
273718,float64,-27.25,0.5,finite furniture-like float64
273765,float64,2.0000000000000284,0.5,finite furniture-like float64
273766,float64,-32.0,0.5,finite furniture-like float64
273790,float64,19.5,0.5,finite furniture-like float64
273797,float64,2.0000000000000284,0.5,finite furniture-like float64
273798,float64,32.0,0.5,finite furniture-like float64
273821,float64,2.0,0.5,finite furniture-like float64
273822,float64,32.0,0.5,finite furniture-like float64
273882,float64,1.0,0.5,finite furniture-like float64
273902,float64,-30.0,0.5,finite furniture-like float64
273938,float64,2.0,0.5,finite furniture-like float64
273948,float64,2.0000000000072795,0.5,finite furniture-like float64
273950,float64,-26.25,0.5,finite furniture-like float64
273974,float64,-22.5,0.5,finite furniture-like float64
274006,float64,-30.0,0.5,finite furniture-like float64
274030,float64,-30.0,0.5,finite furniture-like float64
274090,float64,1.0,0.5,finite furniture-like float64
274110,float64,-22.5,0.5,finite furniture-like float64
274132,float64,2.0000000000072973,0.5,finite furniture-like float64
274134,float64,-26.25,0.5,finite furniture-like float64
274182,float64,-30.0,0.5,finite furniture-like float64
274213,float64,2.0000000000000284,0.5,finite furniture-like float64
274214,float64,-32.0,0.5,finite furniture-like float64
274237,float64,2.0000000000000284,0.5,finite furniture-like float64
274238,float64,-32.0,0.5,finite furniture-like float64
274246,float64,16.5,0.5,finite furniture-like float64
274269,float64,2.0000000000000284,0.5,finite furniture-like float64
274270,float64,-32.0,0.5,finite furniture-like float64
274293,float64,2.0000000000000284,0.5,finite furniture-like float64
274294,float64,-32.0,0.5,finite furniture-like float64
274302,float64,16.5,0.5,finite furniture-like float64
274326,float64,-30.0,0.5,finite furniture-like float64
274350,float64,-30.0,0.5,finite furniture-like float64
274358,float64,16.5,0.5,finite furniture-like float64
274382,float64,-30.0,0.5,finite furniture-like float64
274406,float64,-30.0,0.5,finite furniture-like float64
274414,float64,16.5,0.5,finite furniture-like float64
274446,float64,5.999999999999987,0.5,finite furniture-like float64
274470,float64,5.999999999999987,0.5,finite furniture-like float64
274502,float64,5.999999999999987,0.5,finite furniture-like float64
274614,float64,5.999999999999987,0.5,finite furniture-like float64
274666,float64,5.999999999999986,0.5,finite furniture-like float64
274690,float64,1.0,0.5,finite furniture-like float64
274718,float64,5.999999999999987,0.5,finite furniture-like float64
274742,float64,5.999999999999987,0.5,finite furniture-like float64
274766,float64,5.999999999999987,0.5,finite furniture-like float64
274790,float64,5.999999999999986,0.5,finite furniture-like float64
274822,float64,5.999999999999986,0.5,finite furniture-like float64
274898,float64,1.0,0.5,finite furniture-like float64
275030,float64,5.999999999999986,0.5,finite furniture-like float64
275054,float64,5.999999999999986,0.5,finite furniture-like float64
275086,float64,5.999999999999986,0.5,finite furniture-like float64
275194,float64,5.999999999999986,0.5,finite furniture-like float64
275218,float64,1.0,0.5,finite furniture-like float64
275246,float64,5.999999999999986,0.5,finite furniture-like float64
275270,float64,5.999999999999985,0.5,finite furniture-like float64
275294,float64,5.999999999999985,0.5,finite furniture-like float64
275318,float64,5.999999999999985,0.5,finite furniture-like float64
275350,float64,5.999999999999985,0.5,finite furniture-like float64
275426,float64,1.0,0.5,finite furniture-like float64
275558,float64,5.999999999999985,0.5,finite furniture-like float64
275582,float64,5.999999999999985,0.5,finite furniture-like float64
275614,float64,5.999999999999985,0.5,finite furniture-like float64
275726,float64,5.999999999999985,0.5,finite furniture-like float64
275750,float64,5.999999999999987,0.5,finite furniture-like float64
275830,float64,28.0,0.5,finite furniture-like float64
275838,float64,90.0,0.5,finite furniture-like float64
275854,float64,28.0,0.5,finite furniture-like float64
275862,float64,90.0,0.5,finite furniture-like float64
275886,float64,28.0,0.5,finite furniture-like float64
275894,float64,90.0,0.5,finite furniture-like float64
275910,float64,28.0,0.5,finite furniture-like float64
275916,float64,-2.0000000000073026,0.5,finite furniture-like float64
275918,float64,79.0,0.5,finite furniture-like float64
275942,float64,28.0,0.5,finite furniture-like float64
275948,float64,-2.0000000000073026,0.5,finite furniture-like float64
275950,float64,79.0,0.5,finite furniture-like float64
275966,float64,28.0,0.5,finite furniture-like float64
275974,float64,73.5,0.5,finite furniture-like float64
275998,float64,28.0,0.5,finite furniture-like float64
276006,float64,73.5,0.5,finite furniture-like float64
276022,float64,28.0,0.5,finite furniture-like float64
276030,float64,73.5,0.5,finite furniture-like float64
276054,float64,28.0,0.5,finite furniture-like float64
276060,float64,-2.0000000000073026,0.5,finite furniture-like float64
276062,float64,79.0,0.5,finite furniture-like float64
276078,float64,28.0,0.5,finite furniture-like float64
276086,float64,73.5,0.5,finite furniture-like float64
276110,float64,28.0,0.5,finite furniture-like float64
276118,float64,90.0,0.5,finite furniture-like float64
276134,float64,28.0,0.5,finite furniture-like float64
276140,float64,-2.0000000000073026,0.5,finite furniture-like float64
276142,float64,79.0,0.5,finite furniture-like float64
276158,float64,19.500000000000007,0.5,finite furniture-like float64
276166,float64,28.0,0.5,finite furniture-like float64
276172,float64,-2.0000000000073026,0.5,finite furniture-like float64
276174,float64,79.0,0.5,finite furniture-like float64
276190,float64,28.0,0.5,finite furniture-like float64
276196,float64,-2.0000000000073026,0.5,finite furniture-like float64
276198,float64,79.0,0.5,finite furniture-like float64
276222,float64,28.0,0.5,finite furniture-like float64
276230,float64,73.5,0.5,finite furniture-like float64
276238,float64,19.500000000000007,0.5,finite furniture-like float64
276246,float64,28.0,0.5,finite furniture-like float64
276254,float64,73.5,0.5,finite furniture-like float64
276270,float64,19.500000000000007,0.5,finite furniture-like float64
276278,float64,28.0,0.5,finite furniture-like float64
276286,float64,73.5,0.5,finite furniture-like float64
276294,float64,19.500000000000007,0.5,finite furniture-like float64
276302,float64,28.0,0.5,finite furniture-like float64
276308,float64,-2.0000000000073026,0.5,finite furniture-like float64
276310,float64,79.0,0.5,finite furniture-like float64
276334,float64,28.0,0.5,finite furniture-like float64
276340,float64,-2.0000000000073026,0.5,finite furniture-like float64
276342,float64,79.0,0.5,finite furniture-like float64
276358,float64,28.0,0.5,finite furniture-like float64
276364,float64,-2.0000000000073026,0.5,finite furniture-like float64
276366,float64,79.0,0.5,finite furniture-like float64
276390,float64,28.0,0.5,finite furniture-like float64
276396,float64,-2.0000000000073026,0.5,finite furniture-like float64
276398,float64,79.0,0.5,finite furniture-like float64
276414,float64,28.0,0.5,finite furniture-like float64
276422,float64,73.5,0.5,finite furniture-like float64
276446,float64,28.0,0.5,finite furniture-like float64
276454,float64,73.5,0.5,finite furniture-like float64
276470,float64,28.0,0.5,finite furniture-like float64
276478,float64,73.5,0.5,finite furniture-like float64
276494,float64,19.500000000000007,0.5,finite furniture-like float64
276501,float64,2.0000000000000284,0.5,finite furniture-like float64
276502,float64,32.0,0.5,finite furniture-like float64
276510,float64,73.5,0.5,finite furniture-like float64
